Family, LogRecord, Extender, 0.5, 2, 0.0
1, isSevereLevel() boolean, 
Family, LogFactor5Dialog, Other, 0.6666667, 3, 0.0
0, 
Family, FileWatchdog, PureOverrider, 1.0, 2, 0.0
1, doOnChange() void, 
Family, PatternParser$NamedPatternConverter, PureOverrider, 1.0, 2, 0.0
1, getFullyQualifiedName(org.apache.log4j.spi.LoggingEvent ) java.lang.String, 
Family, FileAppender, Extender, 1.0, 2, 0.0
3, activateOptions() void, subAppend(org.apache.log4j.spi.LoggingEvent ) void, rollOver() void, 
Family, Logger, Extender, 0.5, 2, 0.0
0, 
Family, PatternConverter, PureOverrider, 0.8333333, 6, 0.0
1, convert(org.apache.log4j.spi.LoggingEvent ) java.lang.String, 
Family, QuietWriter, Extender, 1.0, 2, 0.0
1, write(java.lang.String ) void, 
Family, AbsoluteTimeDateFormat, PureOverrider, 1.0, 2, 0.0
2, format(java.util.Date java.lang.StringBuffer java.text.FieldPosition ) java.lang.StringBuffer, parse(java.lang.String java.text.ParsePosition ) java.util.Date, 
Family, Layout, Overrider, 0.6, 5, 0.0
3, activateOptions() void, ignoresThrowable() boolean, format(org.apache.log4j.spi.LoggingEvent ) java.lang.String, 
Family, Filter, Extender, 1.0, 3, 0.0
1, decide(org.apache.log4j.spi.LoggingEvent ) int, 
Family, AppenderSkeleton, Extender, 0.75, 12, 0.0
3, append(org.apache.log4j.spi.LoggingEvent ) void, requiresLayout() boolean, close() void, 
Family, WriterAppender, Extender, 1.0, 2, 0.0
1, activateOptions() void, 
